trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
T000012,05:02:38,05:03:08,315,3,,0,0,
T000012,05:03:57,05:04:27,320,4,,0,0,
T000012,05:05:16,05:05:46,4378,5,,0,0,
T000012,05:06:36,05:07:06,1485,6,,0,0,
T000012,05:07:55,05:08:25,1492,7,,0,0,
T000012,05:09:14,05:09:44,1488,8,,0,0,
T000012,05:10:33,05:11:03,1494,9,,0,0,
T000012,05:11:53,05:12:23,1490,10,,0,0,
T000012,05:13:12,05:13:42,2530,11,,0,0,
T000012,05:14:31,05:15:01,2509,12,,0,0,
T000012,05:15:50,05:16:20,2540,13,,0,0,
T000012,05:17:10,05:17:40,1498,14,,0,0,
T000012,05:18:29,05:18:59,1493,15,,0,0,
T000012,05:19:48,05:20:18,1500,16,,0,0,
T000012,05:21:07,05:21:37,406,17,,0,0,
T000012,05:22:27,05:22:57,408,18,,0,0,
T000012,05:23:46,05:24:16,407,19,,0,0,
T000012,05:25:05,05:25:35,411,20,,0,0,
T000012,05:26:24,05:26:54,409,21,,0,0,
T000012,05:27:44,05:28:14,8195,22,,0,0,
T000012,05:29:03,05:29:33,4175,23,,0,0,
T000012,05:30:22,05:30:52,4176,24,,0,0,
T000012,05:31:41,05:32:11,4114,25,,0,0,
T000012,05:33:01,05:33:31,4177,26,,0,0,
T000012,05:34:20,05:34:50,4178,27,,0,0,
T000012,05:35:39,05:36:09,4179,28,,0,0,
T000012,05:36:58,05:37:28,3199,29,,0,0,
T000012,05:38:18,05:38:48,4180,30,,0,0,
T000012,05:39:37,05:40:07,4181,31,,0,0,
T000012,05:40:56,05:41:26,8120,32,,0,0,
T000012,05:42:15,05:42:45,7947,33,,0,0,
T000012,05:43:35,05:44:05,7945,34,,0,0,
T000012,05:44:54,05:45:24,7810,35,,0,0,
T000012,05:46:13,05:46:43,4184,36,,0,0,
T000012,05:47:32,05:48:02,4185,37,,0,0,
T000012,05:48:52,05:49:22,4186,38,,0,0,
T000012,05:50:11,05:50:41,4062,39,,0,0,
T000012,05:51:30,05:52:00,4058,40,,0,0,
T000012,05:52:49,05:53:19,4064,41,,0,0,
T000012,05:54:09,05:54:39,4066,42,,0,0,
T000012,05:55:28,05:55:58,4068,43,,0,0,
T000012,05:56:47,05:57:17,4166,44,,0,0,
T000012,05:58:06,05:58:36,4167,45,,0,0,
T000012,05:59:26,05:59:56,4168,46,,0,0,
T000012,06:00:45,06:01:15,4169,47,,0,0,
T000012,06:02:04,06:02:34,2531,48,,0,0,
T000012,06:03:23,06:03:53,2528,49,,0,0,
T000012,06:04:43,06:05:13,2532,50,,0,0,
T000012,06:06:02,06:06:32,2533,51,,0,0,
T000012,06:07:21,06:07:51,2542,52,,0,0,
T000012,06:08:40,06:09:10,2469,53,,0,0,
T000012,06:10:00,06:10:30,2467,54,,0,0,
T000013,05:00:00,05:00:30,725,1,,0,0,
T000013,05:01:05,05:01:35,630,2,,0,0,
T000013,05:02:10,05:02:40,2306,3,,0,0,
T000013,05:03:16,05:03:46,7538,4,,0,0,
T000013,05:04:21,05:04:51,7537,5,,0,0,
T000013,05:05:27,05:05:57,7536,6,,0,0,
T000013,05:06:32,05:07:02,7535,7,,0,0,
T000013,05:07:38,05:08:08,7534,8,,0,0,
T000013,05:08:43,05:09:13,2307,9,,0,0,
T000013,05:09:49,05:10:19,2902,10,,0,0,
T000013,05:10:54,05:11:24,2904,11,,0,0,
T000013,05:12:00,05:12:30,2907,12,,0,0,
T000013,05:13:05,05:13:35,2906,13,,0,0,
T000013,05:14:10,05:14:40,2909,14,,0,0,
T000013,05:15:16,05:15:46,2908,15,,0,0,
T000013,05:16:21,05:16:51,2910,16,,0,0,
T000013,05:17:27,05:17:57,1963,17,,0,0,
T000013,05:18:32,05:19:02,1966,18,,0,0,
T000013,05:19:38,05:20:08,1968,19,,0,0,
T000013,05:20:43,05:21:13,1806,20,,0,0,
T000013,05:21:49,05:22:19,1807,21,,0,0,
T000013,05:22:54,05:23:24,1812,22,,0,0,
T000013,05:24:00,05:24:30,1809,23,,0,0,
T000013,05:25:05,05:25:35,1814,24,,0,0,
T000013,05:26:10,05:26:40,1609,25,,0,0,
T000013,05:27:16,05:27:46,1623,26,,0,0,
T000013,05:28:21,05:28:51,1811,27,,0,0,
T000013,05:29:27,05:29:57,2589,28,,0,0,
T000013,05:30:32,05:31:02,2551,29,,0,0,
T000013,05:31:38,05:32:08,2556,30,,0,0,
T000013,05:32:43,05:33:13,2554,31,,0,0,
T000013,05:33:49,05:34:19,2911,32,,0,0,
T000013,05:34:54,05:35:24,2913,33,,0,0,
T000013,05:36:00,05:36:30,2912,34,,0,0,
T000013,05:37:05,05:37:35,2918,35,,0,0,
T000013,05:38:10,05:38:40,2914,36,,0,0,
T000013,05:39:16,05:39:46,2594,37,,0,0,
T000013,05:40:21,05:40:51,2596,38,,0,0,
T000013,05:41:27,05:41:57,2598,39,,0,0,
T000013,05:42:32,05:43:02,2600,40,,0,0,
T000013,05:43:38,05:44:08,2602,41,,0,0,
T000013,05:44:43,05:45:13,2000,42,,0,0,
T000013,05:45:49,05:46:19,2005,43,,0,0,
T000013,05:46:54,05:47:24,2917,44,,0,0,
T000013,05:48:00,05:48:30,2915,45,,0,0,
T000013,05:49:05,05:49:35,2919,46,,0,0,
T000013,05:50:10,05:50:40,2457,47,,0,0,
T000013,05:51:16,05:51:46,2916,48,,0,0,
T000013,05:52:21,05:52:51,271,49,,0,0,
T000013,05:53:27,05:53:57,272,50,,0,0,
T000013,05:54:32,05:55:02,273,51,,0,0,
T000013,05:55:38,05:56:08,275,52,,0,0,
T000013,05:56:43,05:57:13,277,53,,0,0,
T000013,05:57:49,05:58:19,1116,54,,0,0,
T000013,05:58:54,05:59:24,1239,55,,0,0,
T000013,06:00:00,06:00:30,166,56,,0,0,
T000014,05:00:00,05:00:30,166,1,,0,0,
T000014,05:01:07,05:01:37,167,2,,0,0,
T000014,05:02:15,05:02:45,172,3,,0,0,
T000014,05:03:23,05:03:53,168,4,,0,0,
T000014,05:04:31,05:05:01,169,5,,0,0,
T000014,05:05:39,05:06:09,174,6,,0,0,
T000014,05:06:47,05:07:17,2454,7,,0,0,
T000014,05:07:55,05:08:25,2651,8,,0,0,
T000014,05:09:03,05:09:33,2920,9,,0,0,
T000014,05:10:11,05:10:41,2921,10,,0,0,
T000014,05:11:19,05:11:49,2924,11,,0,0,
T000014,05:12:27,05:12:57,1974,12,,0,0,
T000014,05:13:35,05:14:05,1975,13,,0,0,
T000014,05:14:43,05:15:13,2654,14,,0,0,
T000014,05:15:50,05:16:20,2925,15,,0,0,
T000014,05:16:58,05:17:28,2657,16,,0,0,
T000014,05:18:06,05:18:36,2656,17,,0,0,
T000014,05:19:14,05:19:44,2659,18,,0,0,
T000014,05:20:22,05:20:52,2926,19,,0,0,
T000014,05:21:30,05:22:00,2922,20,,0,0,
T000014,05:22:38,05:23:08,2923,21,,0,0,
T000014,05:23:46,05:24:16,2927,22,,0,0,
T000014,05:24:54,05:25:24,2931,23,,0,0,
T000014,05:26:02,05:26:32,2719,24,,0,0,
T000014,05:27:10,05:27:40,2717,25,,0,0,
T000014,05:28:18,05:28:48,2722,26,,0,0,
T000014,05:29:26,05:29:56,2666,27,,0,0,
T000014,05:30:33,05:31:03,1735,28,,0,0,
T000014,05:31:41,05:32:11,1566,29,,0,0,
T000014,05:32:49,05:33:19,1562,30,,0,0,
T000014,05:33:57,05:34:27,1734,31,,0,0,
T000014,05:35:05,05:35:35,1736,32,,0,0,
T000014,05:36:13,05:36:43,1738,33,,0,0,
T000014,05:37:21,05:37:51,1737,34,,0,0,
T000014,05:38:29,05:38:59,1740,35,,0,0,
T000014,05:39:37,05:40:07,2011,36,,0,0,
T000014,05:40:45,05:41:15,2010,37,,0,0,
T000014,05:41:53,05:42:23,2013,38,,0,0,
T000014,05:43:01,05:43:31,2929,39,,0,0,
T000014,05:44:09,05:44:39,2928,40,,0,0,
T000014,05:45:16,05:45:46,2930,41,,0,0,
T000014,05:46:24,05:46:54,7176,42,,0,0,
T000014,05:47:32,05:48:02,2933,43,,0,0,
T000014,05:48:40,05:49:10,2932,44,,0,0,
T000014,05:49:48,05:50:18,2934,45,,0,0,
T000014,05:50:56,05:51:26,7531,46,,0,0,
T000014,05:52:04,05:52:34,7532,47,,0,0,
T000014,05:53:12,05:53:42,7533,48,,0,0,
T000014,05:54:20,05:54:50,4324,49,,0,0,
T000014,05:55:28,05:55:58,4325,50,,0,0,
T000014,05:56:36,05:57:06,2389,51,,0,0,
T000014,05:57:44,05:58:14,2391,52,,0,0,
T000014,05:58:52,05:59:22,713,53,,0,0,
T000014,06:00:00,06:00:30,725,54,,0,0,
T000015,05:00:00,05:00:30,2783,1,,0,0,
T000015,05:01:25,05:01:55,2782,2,,0,0,
T000015,05:02:51,05:03:21,2946,3,,0,0,
T000015,05:04:17,05:04:47,2947,4,,0,0,
T000015,05:05:42,05:06:12,2948,5,,0,0,
T000015,05:07:08,05:07:38,2949,6,,0,0,
T000015,05:08:34,05:09:04,2950,7,,0,0,
T000015,05:10:00,05:10:30,1252,8,,0,0,
T000015,05:11:25,05:11:55,1254,9,,0,0,
T000015,05:12:51,05:13:21,854,10,,0,0,
T000015,05:14:17,05:14:47,7264,11,,0,0,
T000015,05:15:42,05:16:12,241,12,,0,0,
T000015,05:17:08,05:17:38,2951,13,,0,0,
T000015,05:18:34,05:19:04,2954,14,,0,0,
T000015,05:20:00,05:20:30,2725,15,,0,0,
T000015,05:21:25,05:21:55,2569,16,,0,0,
T000015,05:22:51,05:23:21,2570,17,,0,0,
T000015,05:24:17,05:24:47,2571,18,,0,0,
T000015,05:25:42,05:26:12,7803,19,,0,0,
T000015,05:27:08,05:27:38,1094,20,,0,0,
T000015,05:28:34,05:29:04,2572,21,,0,0,
T000015,05:30:00,05:30:30,2573,22,,0,0,
T000015,05:31:25,05:31:55,2579,23,,0,0,
T000015,05:32:51,05:33:21,2955,24,,0,0,
T000015,05:34:17,05:34:47,2953,25,,0,0,
T000015,05:35:42,05:36:12,2956,26,,0,0,
T000015,05:37:08,05:37:38,2957,27,,0,0,
T000015,05:38:34,05:39:04,297,28,,0,0,
T000015,05:40:00,05:40:30,300,29,,0,0,
T000015,05:41:25,05:41:55,299,30,,0,0,
T000015,05:42:51,05:43:21,302,31,,0,0,
T000015,05:44:17,05:44:47,2959,32,,0,0,
T000015,05:45:42,05:46:12,2958,33,,0,0,
T000015,05:47:08,05:47:38,2961,34,,0,0,
T000015,05:48:34,05:49:04,2962,35,,0,0,
T000015,05:50:00,05:50:30,2963,36,,0,0,
T000015,05:51:25,05:51:55,2964,37,,0,0,
T000015,05:52:51,05:53:21,2965,38,,0,0,
T000015,05:54:17,05:54:47,2968,39,,0,0,
T000015,05:55:42,05:56:12,2966,40,,0,0,
T000015,05:57:08,05:57:38,2970,41,,0,0,
T000015,05:58:34,05:59:04,2967,42,,0,0,
T000015,06:00:00,06:00:30,2972,43,,0,0,
T000016,05:00:00,05:00:30,2972,1,,0,0,
T000016,05:01:18,05:01:48,3044,2,,0,0,
T000016,05:02:36,05:03:06,3046,3,,0,0,
T000016,05:03:54,05:04:24,3045,4,,0,0,
T000016,05:05:13,05:05:43,3047,5,,0,0,
T000016,05:06:31,05:07:01,3048,6,,0,0,
T000016,05:07:49,05:08:19,3049,7,,0,0,
T000016,05:09:07,05:09:37,3051,8,,0,0,
T000016,05:10:26,05:10:56,3050,9,,0,0,
T000016,05:11:44,05:12:14,3053,10,,0,0,
T000016,05:13:02,05:13:32,3052,11,,0,0,
T000016,05:14:20,05:14:50,3054,12,,0,0,
T000016,05:15:39,05:16:09,1410,13,,0,0,
T000016,05:16:57,05:17:27,3055,14,,0,0,
T000016,05:18:15,05:18:45,3057,15,,0,0,
T000016,05:19:33,05:20:03,3056,16,,0,0,
T000016,05:20:52,05:21:22,3060,17,,0,0,
T000016,05:22:10,05:22:40,420,18,,0,0,
T000016,05:23:28,05:23:58,421,19,,0,0,
T000016,05:24:46,05:25:16,423,20,,0,0,
T000016,05:26:05,05:26:35,368,21,,0,0,
T000016,05:27:23,05:27:53,367,22,,0,0,
T000016,05:28:41,05:29:11,3058,23,,0,0,
T000016,05:30:00,05:30:30,3061,24,,0,0,
T000016,05:31:18,05:31:48,3059,25,,0,0,
T000016,05:32:36,05:33:06,3062,26,,0,0,
T000016,05:33:54,05:34:24,2702,27,,0,0,
T000016,05:35:13,05:35:43,2703,28,,0,0,
T000016,05:36:31,05:37:01,1095,29,,0,0,
T000016,05:37:49,05:38:19,1189,30,,0,0,
T000016,05:39:07,05:39:37,3063,31,,0,0,
T000016,05:40:26,05:40:56,3065,32,,0,0,
T000016,05:41:44,05:42:14,4262,33,,0,0,
T000016,05:43:02,05:43:32,4263,34,,0,0,
T000016,05:44:20,05:44:50,199,35,,0,0,
T000016,05:45:39,05:46:09,201,36,,0,0,
T000016,05:46:57,05:47:27,4223,37,,0,0,
T000016,05:48:15,05:48:45,853,38,,0,0,
T000016,05:49:33,05:50:03,1195,39,,0,0,
T000016,05:50:52,05:51:22,1193,40,,0,0,
T000016,05:52:10,05:52:40,4760,41,,0,0,
T000016,05:53:28,05:53:58,3069,42,,0,0,
T000016,05:54:46,05:55:16,3066,43,,0,0,
T000016,05:56:05,05:56:35,3068,44,,0,0,
T000016,05:57:23,05:57:53,3071,45,,0,0,
T000016,05:58:41,05:59:11,2834,46,,0,0,
T000016,06:00:00,06:00:30,2783,47,,0,0,
T000017,05:00:00,05:00:30,8,1,,0,0,
T000017,05:01:23,05:01:53,2393,2,,0,0,
T000017,05:02:46,05:03:16,2,3,,0,0,
T000017,05:04:10,05:04:40,617,4,,0,0,
T000017,05:05:33,05:06:03,618,5,,0,0,
T000017,05:06:56,05:07:26,619,6,,0,0,
T000017,05:08:20,05:08:50,2148,7,,0,0,
T000017,05:09:43,05:10:13,2149,8,,0,0,
T000017,05:11:06,05:11:36,2151,9,,0,0,
T000017,05:12:30,05:13:00,2150,10,,0,0,
T000017,05:13:53,05:14:23,2153,11,,0,0,
T000017,05:15:16,05:15:46,3019,12,,0,0,
T000017,05:16:40,05:17:10,3020,13,,0,0,
T000017,05:18:03,05:18:33,3021,14,,0,0,
T000017,05:19:26,05:19:56,3023,15,,0,0,
T000017,05:20:50,05:21:20,3025,16,,0,0,
T000017,05:22:13,05:22:43,3024,17,,0,0,
T000017,05:23:36,05:24:06,3026,18,,0,0,
T000017,05:25:00,05:25:30,3027,19,,0,0,
T000017,05:26:23,05:26:53,3028,20,,0,0,
T000017,05:27:46,05:28:16,3029,21,,0,0,
T000017,05:29:10,05:29:40,3030,22,,0,0,
T000017,05:30:33,05:31:03,3031,23,,0,0,
T000017,05:31:56,05:32:26,3032,24,,0,0,
T000017,05:33:20,05:33:50,3033,25,,0,0,
T000017,05:34:43,05:35:13,3034,26,,0,0,
T000017,05:36:06,05:36:36,3035,27,,0,0,
T000017,05:37:30,05:38:00,3036,28,,0,0,
T000017,05:38:53,05:39:23,3038,29,,0,0,
T000017,05:40:16,05:40:46,3039,30,,0,0,
T000017,05:41:40,05:42:10,3040,31,,0,0,
T000017,05:43:03,05:43:33,3041,32,,0,0,
T000017,05:44:26,05:44:56,3042,33,,0,0,
T000017,05:45:50,05:46:20,4421,34,,0,0,
T000017,05:47:13,05:47:43,675,35,,0,0,
T000017,05:48:36,05:49:06,4158,36,,0,0,
T000017,05:50:00,05:50:30,3043,37,,0,0,
T000018,05:00:00,05:00:30,3043,1,,0,0,
T000018,05:01:21,05:01:51,4160,2,,0,0,
T000018,05:02:42,05:03:12,673,3,,0,0,
T000018,05:04:03,05:04:33,3116,4,,0,0,
T000018,05:05:24,05:05:54,3119,5,,0,0,
T000018,05:06:45,05:07:15,3118,6,,0,0,
T000018,05:08:06,05:08:36,3121,7,,0,0,
T000018,05:09:27,05:09:57,3120,8,,0,0,
T000018,05:10:48,05:11:18,3123,9,,0,0,
T000018,05:12:09,05:12:39,3122,10,,0,0,
T000018,05:13:30,05:14:00,3125,11,,0,0,
T000018,05:14:51,05:15:21,3124,12,,0,0,
T000018,05:16:12,05:16:42,3127,13,,0,0,
T000018,05:17:34,05:18:04,3126,14,,0,0,
T000018,05:18:55,05:19:25,3128,15,,0,0,
T000018,05:20:16,05:20:46,3129,16,,0,0,
T000018,05:21:37,05:22:07,3131,17,,0,0,
T000018,05:22:58,05:23:28,3130,18,,0,0,
T000018,05:24:19,05:24:49,3133,19,,0,0,
T000018,05:25:40,05:26:10,3132,20,,0,0,
T000018,05:27:01,05:27:31,3136,21,,0,0,
T000018,05:28:22,05:28:52,3134,22,,0,0,
T000018,05:29:43,05:30:13,3137,23,,0,0,
T000018,05:31:04,05:31:34,3135,24,,0,0,
T000018,05:32:25,05:32:55,3139,25,,0,0,
T000018,05:33:47,05:34:17,3138,26,,0,0,
T000018,05:35:08,05:35:38,2247,27,,0,0,
T000018,05:36:29,05:36:59,2244,28,,0,0,
T000018,05:37:50,05:38:20,2246,29,,0,0,
T000018,05:39:11,05:39:41,2248,30,,0,0,
T000018,05:40:32,05:41:02,2249,31,,0,0,
T000018,05:41:53,05:42:23,502,32,,0,0,
T000018,05:43:14,05:43:44,499,33,,0,0,
T000018,05:44:35,05:45:05,542,34,,0,0,
T000018,05:45:56,05:46:26,501,35,,0,0,
T000018,05:47:17,05:47:47,138,36,,0,0,
T000018,05:48:38,05:49:08,139,37,,0,0,
T000018,05:50:00,05:50:30,8,38,,0,0,
T000019,05:00:00,05:00:30,3201,1,,0,0,
T000019,05:01:16,05:01:46,7949,2,,0,0,
T000019,05:02:32,05:03:02,7951,3,,0,0,
T000019,05:03:49,05:04:19,7955,4,,0,0,
T000019,05:05:05,05:05:35,3267,5,,0,0,
T000019,05:06:21,05:06:51,3266,6,,0,0,
T000019,05:07:38,05:08:08,3269,7,,0,0,
T000019,05:08:54,05:09:24,3268,8,,0,0,
T000019,05:10:10,05:10:40,8193,9,,0,0,
T000019,05:11:27,05:11:57,3271,10,,0,0,
T000019,05:12:43,05:13:13,3270,11,,0,0,
T000019,05:14:00,05:14:30,3273,12,,0,0,
T000019,05:15:16,05:15:46,3272,13,,0,0,
T000019,05:16:32,05:17:02,3275,14,,0,0,
T000019,05:17:49,05:18:19,3274,15,,0,0,
T000019,05:19:05,05:19:35,1536,16,,0,0,
T000019,05:20:21,05:20:51,1539,17,,0,0,
T000019,05:21:38,05:22:08,1538,18,,0,0,
T000019,05:22:54,05:23:24,400,19,,0,0,
T000019,05:24:10,05:24:40,402,20,,0,0,
T000019,05:25:27,05:25:57,403,21,,0,0,
T000019,05:26:43,05:27:13,404,22,,0,0,
T000019,05:28:00,05:28:30,405,23,,0,0,
T000019,05:29:16,05:29:46,3277,24,,0,0,
T000019,05:30:32,05:31:02,575,25,,0,0,
T000019,05:31:49,05:32:19,578,26,,0,0,
T000019,05:33:05,05:33:35,577,27,,0,0,
T000019,05:34:21,05:34:51,579,28,,0,0,
T000019,05:35:38,05:36:08,583,29,,0,0,
T000019,05:36:54,05:37:24,3276,30,,0,0,
T000019,05:38:10,05:38:40,7144,31,,0,0,
T000019,05:39:27,05:39:57,3278,32,,0,0,
T000019,05:40:43,05:41:13,8035,33,,0,0,
T000019,05:42:00,05:42:30,3187,34,,0,0,
T000020,05:00:00,05:00:30,3187,1,,0,0,
T000020,05:01:18,05:01:48,3188,2,,0,0,
T000020,05:02:37,05:03:07,3189,3,,0,0,
T000020,05:03:56,05:04:26,3190,4,,0,0,
T000020,05:05:15,05:05:45,528,5,,0,0,
T000020,05:06:33,05:07:03,529,6,,0,0,
T000020,05:07:52,05:08:22,531,7,,0,0,
T000020,05:09:11,05:09:41,532,8,,0,0,
T000020,05:10:30,05:11:00,533,9,,0,0,
T000020,05:11:48,05:12:18,534,10,,0,0,
T000020,05:13:07,05:13:37,535,11,,0,0,
T000020,05:14:26,05:14:56,493,12,,0,0,
T000020,05:15:45,05:16:15,490,13,,0,0,
T000020,05:17:03,05:17:33,492,14,,0,0,
T000020,05:18:22,05:18:52,497,15,,0,0,
T000020,05:19:41,05:20:11,1502,16,,0,0,
T000020,05:21:00,05:21:30,1504,17,,0,0,
T000020,05:22:18,05:22:48,1495,18,,0,0,
T000020,05:23:37,05:24:07,3191,19,,0,0,
T000020,05:24:56,05:25:26,3192,20,,0,0,
T000020,05:26:15,05:26:45,3193,21,,0,0,
T000020,05:27:33,05:28:03,3194,22,,0,0,
T000020,05:28:52,05:29:22,3195,23,,0,0,
T000020,05:30:11,05:30:41,3196,24,,0,0,
T000020,05:31:30,05:32:00,8194,25,,0,0,
T000020,05:32:48,05:33:18,3197,26,,0,0,
T000020,05:34:07,05:34:37,3200,27,,0,0,
T000020,05:35:26,05:35:56,3202,28,,0,0,
T000020,05:36:45,05:37:15,3198,29,,0,0,
T000020,05:38:03,05:38:33,4260,30,,0,0,
T000020,05:39:22,05:39:52,7952,31,,0,0,
T000020,05:40:41,05:41:11,7950,32,,0,0,
T000020,05:42:00,05:42:30,3201,33,,0,0,
T000021,05:00:00,05:00:30,278,1,,0,0,
T000021,05:01:13,05:01:43,1778,2,,0,0,
T000021,05:02:26,05:02:56,728,3,,0,0,
T000021,05:03:39,05:04:09,111,4,,0,0,
T000021,05:04:52,05:05:22,110,5,,0,0,
T000021,05:06:05,05:06:35,4351,6,,0,0,
T000021,05:07:19,05:07:49,4609,7,,0,0,
T000021,05:08:32,05:09:02,759,8,,0,0,
T000021,05:09:45,05:10:15,7575,9,,0,0,
T000021,05:10:58,05:11:28,7574,10,,0,0,
T000021,05:12:11,05:12:41,7573,11,,0,0,
T000021,05:13:24,05:13:54,4771,12,,0,0,
T000021,05:14:38,05:15:08,806,13,,0,0,
T000021,05:15:51,05:16:21,1591,14,,0,0,
T000021,05:17:04,05:17:34,117,15,,0,0,
T000021,05:18:17,05:18:47,116,16,,0,0,
T000021,05:19:30,05:20:00,4150,17,,0,0,
T000021,05:20:43,05:21:13,630,18,,0,0,
T000021,05:21:57,05:22:27,631,19,,0,0,
T000021,05:23:10,05:23:40,632,20,,0,0,
T000021,05:24:23,05:24:53,633,21,,0,0,
T000021,05:25:36,05:26:06,634,22,,0,0,
T000021,05:26:49,05:27:19,635,23,,0,0,
T000021,05:28:02,05:28:32,3321,24,,0,0,
T000021,05:29:16,05:29:46,7279,25,,0,0,
T000021,05:30:29,05:30:59,3324,26,,0,0,
T000021,05:31:42,05:32:12,3325,27,,0,0,
T000021,05:32:55,05:33:25,3328,28,,0,0,
T000021,05:34:08,05:34:38,3326,29,,0,0,
T000021,05:35:21,05:35:51,3327,30,,0,0,
T000021,05:36:35,05:37:05,3329,31,,0,0,
T000021,05:37:48,05:38:18,3330,32,,0,0,
T000021,05:39:01,05:39:31,3331,33,,0,0,
T000021,05:40:14,05:40:44,3332,34,,0,0,
T000021,05:41:27,05:41:57,3333,35,,0,0,
T000021,05:42:40,05:43:10,3334,36,,0,0,
T000021,05:43:54,05:44:24,3335,37,,0,0,
T000021,05:45:07,05:45:37,3336,38,,0,0,
T000021,05:46:20,05:46:50,3337,39,,0,0,
T000021,05:47:33,05:48:03,3341,40,,0,0,
T000021,05:48:46,05:49:16,3338,41,,0,0,
T000021,05:50:00,05:50:30,2172,42,,0,0,
T000022,05:00:00,05:00:30,2172,1,,0,0,
T000022,05:01:13,05:01:43,3343,2,,0,0,
T000022,05:02:26,05:02:56,3347,3,,0,0,
T000022,05:03:39,05:04:09,3345,4,,0,0,
T000022,05:04:52,05:05:22,3346,5,,0,0,
T000022,05:06:05,05:06:35,3349,6,,0,0,
T000022,05:07:19,05:07:49,3351,7,,0,0,
T000022,05:08:32,05:09:02,3353,8,,0,0,
T000022,05:09:45,05:10:15,3348,9,,0,0,
T000022,05:10:58,05:11:28,3350,10,,0,0,
T000022,05:12:11,05:12:41,3352,11,,0,0,
T000022,05:13:24,05:13:54,3355,12,,0,0,
T000022,05:14:38,05:15:08,3354,13,,0,0,
T000022,05:15:51,05:16:21,3356,14,,0,0,
T000022,05:17:04,05:17:34,3357,15,,0,0,
T000022,05:18:17,05:18:47,3358,16,,0,0,
T000022,05:19:30,05:20:00,3361,17,,0,0,
T000022,05:20:43,05:21:13,3359,18,,0,0,
T000022,05:21:57,05:22:27,708,19,,0,0,
T000022,05:23:10,05:23:40,712,20,,0,0,
T000022,05:24:23,05:24:53,709,21,,0,0,
T000022,05:25:36,05:26:06,714,22,,0,0,
T000022,05:26:49,05:27:19,710,23,,0,0,
T000022,05:28:02,05:28:32,716,24,,0,0,
T000022,05:29:16,05:29:46,713,25,,0,0,
T000022,05:30:29,05:30:59,119,26,,0,0,
T000022,05:31:42,05:32:12,4149,27,,0,0,
T000022,05:32:55,05:33:25,140,28,,0,0,
T000022,05:34:08,05:34:38,761,29,,0,0,
T000022,05:35:21,05:35:51,1589,30,,0,0,
T000022,05:36:35,05:37:05,4772,31,,0,0,
T000022,05:37:48,05:38:18,1583,32,,0,0,
T000022,05:39:01,05:39:31,4571,33,,0,0,
T000022,05:40:14,05:40:44,4549,34,,0,0,
T000022,05:41:27,05:41:57,811,35,,0,0,
T000022,05:42:40,05:43:10,4608,36,,0,0,
T000022,05:43:54,05:44:24,4217,37,,0,0,
T000022,05:45:07,05:45:37,142,38,,0,0,
T000022,05:46:20,05:46:50,144,39,,0,0,
T000022,05:47:33,05:48:03,729,40,,0,0,
T000022,05:48:46,05:49:16,2390,41,,0,0,
T000022,05:50:00,05:50:30,278,42,,0,0,
T000023,05:00:00,05:00:30,496,1,,0,0,
T000023,05:01:26,05:01:56,502,2,,0,0,
T000023,05:02:52,05:03:22,499,3,,0,0,
T000023,05:04:19,05:04:49,542,4,,0,0,
T000023,05:05:45,05:06:15,501,5,,0,0,
T000023,05:07:12,05:07:42,3,6,,0,0,
T000023,05:08:38,05:09:08,5,7,,0,0,
T000023,05:10:05,05:10:35,437,8,,0,0,
T000023,05:11:31,05:12:01,544,9,,0,0,
T000023,05:12:57,05:13:27,393,10,,0,0,
T000023,05:14:24,05:14:54,1014,11,,0,0,
T000023,05:15:50,05:16:20,1016,12,,0,0,
T000023,05:17:17,05:17:47,1023,13,,0,0,
T000023,05:18:43,05:19:13,1018,14,,0,0,
T000023,05:20:10,05:20:40,1024,15,,0,0,
T000023,05:21:36,05:22:06,1027,16,,0,0,
T000023,05:23:03,05:23:33,1020,17,,0,0,
T000023,05:24:29,05:24:59,1029,18,,0,0,
T000023,05:25:55,05:26:25,1616,19,,0,0,
T000023,05:27:22,05:27:52,1604,20,,0,0,
T000023,05:28:48,05:29:18,1617,21,,0,0,
T000023,05:30:15,05:30:45,1619,22,,0,0,
T000023,05:31:41,05:32:11,2583,23,,0,0,
T000023,05:33:08,05:33:38,4292,24,,0,0,
T000023,05:34:34,05:35:04,4317,25,,0,0,
T000023,05:36:01,05:36:31,4318,26,,0,0,
T000023,05:37:27,05:37:57,1817,27,,0,0,
T000023,05:38:53,05:39:23,1821,28,,0,0,
T000023,05:40:20,05:40:50,2196,29,,0,0,
T000023,05:41:46,05:42:16,2420,30,,0,0,
T000023,05:43:13,05:43:43,2423,31,,0,0,
T000023,05:44:39,05:45:09,2422,32,,0,0,
T000023,05:46:06,05:46:36,2425,33,,0,0,
T000023,05:47:32,05:48:02,2424,34,,0,0,
T000023,05:48:58,05:49:28,1302,35,,0,0,
T000023,05:50:25,05:50:55,2202,36,,0,0,
T000023,05:51:51,05:52:21,268,37,,0,0,
T000023,05:53:18,05:53:48,267,38,,0,0,
T000023,05:54:44,05:55:14,270,39,,0,0,
T000023,05:56:11,05:56:41,271,40,,0,0,
T000023,05:57:37,05:58:07,3407,41,,0,0,
T000023,05:59:04,05:59:34,3406,42,,0,0,
